,Movie_Title,IMDB,Film Rating,Released,Runtime,Genre,Movie_Links,shit,fuck,damn,bitch,asshole,ass,dick,pussy,cock,bastard,douche,total_words
691,Roughshod,0.67,PASSED,11 May 1949,88 min,"Action, Adventure, Drama",/Roughshod.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29860.0
692,City of Ruins: The Halifax Explosion,0.67,N/A,28 Oct 2003,60 min,Documentary,,,,,,,,,,,,,
693,Runaway Bride,0.55,PG,30 Jul 1999,116 min,"Comedy, Romance",/Runaway-Bride.html,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,25732.0
694,Rush,0.81,R,27 Sep 2013,123 min,"Action, Biography, Drama, Sport",/Rush.html,2.0,5.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,1.0,0.0,22306.0
695,Rush Hour,0.7,PG-13,18 Sep 1998,98 min,"Action, Comedy, Crime, Thriller",/Rush-Hour.html,26.0,8.0,6.0,3.0,13.0,6.0,0.0,0.0,0.0,1.0,0.0,27818.0
696,Rush Hour 2,0.66,PG-13,03 Aug 2001,90 min,"Action, Comedy, Crime, Thriller",/Rush-Hour-2.html,21.0,0.0,6.0,1.0,0.0,17.0,1.0,0.0,0.0,1.0,0.0,19347.0
697,Rust and Bone,0.75,R,17 May 2012,120 min,"Drama, Romance",/Rust-and-Bone.html,11.0,10.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,21883.0
698,S. Darko,0.36,R,21 Aug 2009,103 min,"Mystery, Sci-Fi, Thriller",/S.-Darko.html,14.0,19.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,24310.0
699,The Saint: The Brazilian Connection,0.67,N/A,N/A,92 min,"Action, Crime, Drama",,,,,,,,,,,,,
700,Save the Last Dance,0.62,PG-13,12 Jan 2001,112 min,"Drama, Music, Romance",/Save-the-Last-Dance.html,53.0,17.0,4.0,12.0,4.0,22.0,1.0,0.0,0.0,0.0,0.0,26713.0
701,Saving Mr. Banks,0.75,PG-13,20 Dec 2013,125 min,"Biography, Comedy, Drama, Family, Music",/Saving-Mr.-Banks.html,0.0,0.0,1.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,24174.0
702,Saving Private Ryan,0.86,R,24 Jul 1998,169 min,"Drama, War",/Saving-Private-Ryan.html,10.0,8.0,8.0,4.0,2.0,5.0,0.0,0.0,0.0,5.0,0.0,23201.0
703,Saw,0.76,R,29 Oct 2004,103 min,"Horror, Mystery",/Saw.html,13.0,18.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,25580.0
704,Scarface,0.83,R,09 Dec 1983,170 min,"Crime, Drama",/Scarface.html,35.0,67.0,0.0,1.0,4.0,18.0,1.0,3.0,1.0,0.0,0.0,37231.0
705,Schindler's List,0.89,R,04 Feb 1994,195 min,"Biography, Drama, History",/Schindler's-List.html,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30532.0
706,Scott Pilgrim vs. the World,0.75,PG-13,13 Aug 2010,112 min,"Action, Comedy, Fantasy, Romance",,,,,,,,,,,,,
707,Scream,0.72,R,20 Dec 1996,111 min,"Horror, Mystery",/Scream.html,24.0,18.0,2.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,22777.0
708,Scream 2,0.61,R,12 Dec 1997,120 min,"Horror, Mystery",/Scream-2.html,23.0,2.0,0.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,21245.0
709,Scream 3,0.56,R,04 Feb 2000,116 min,"Horror, Mystery",/Scream-3.html,29.0,14.0,7.0,3.0,2.0,5.0,0.0,1.0,1.0,2.0,0.0,19101.0
710,Se7en,0.86,R,22 Sep 1995,127 min,"Crime, Drama, Mystery, Thriller",/Se7en.html,6.0,25.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,35452.0
711,Semi-Pro,0.58,R,29 Feb 2008,91 min,"Comedy, Sport",/Semi-Pro.html,25.0,12.0,9.0,1.0,6.0,10.0,3.0,1.0,1.0,0.0,0.0,24217.0
712,Sense and Sensibility,0.77,PG,26 Jan 1996,136 min,"Drama, Romance",/Sense-and-Sensibility.html,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28230.0
713,Serenity,0.79,PG-13,30 Sep 2005,119 min,"Action, Adventure, Sci-Fi, Thriller",/Serenity.html,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,26853.0
714,Serial Mom,0.67,R,13 Apr 1994,95 min,"Comedy, Crime, Thriller",/Serial-Mom.html,4.0,8.0,3.0,4.0,2.0,0.0,1.0,7.0,2.0,1.0,0.0,20013.0
715,Sex and the City,0.56,R,30 May 2008,145 min,"Comedy, Drama, Romance",/Sex-and-the-City.html,6.0,3.0,1.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,31958.0
716,"Sex, Lies, and Videotape",0.72,R,22 Sep 1989,100 min,Drama,,,,,,,,,,,,,
717,Sexual Life,0.51,R,19 Jun 2004,96 min,"Comedy, Drama",/Sexual-Life.html,5.0,5.0,2.0,0.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,16881.0
718,Shakespeare in Love,0.71,R,08 Jan 1999,123 min,"Comedy, Drama, History, Romance",/Shakespeare-in-Love.html,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23744.0
719,Shallow Grave,0.73,R,10 Feb 1995,89 min,"Crime, Thriller",/Shallow-Grave.html,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14165.0
720,Shame,0.72,NC-17,13 Jan 2012,101 min,Drama,/Shame.html,6.0,27.0,0.0,1.0,3.0,7.0,1.0,1.0,1.0,0.0,0.0,16141.0
721,Shampoo,0.63,R,13 Mar 1975,109 min,"Comedy, Drama",/Shampoo.html,14.0,17.0,2.0,4.0,1.0,5.0,0.0,0.0,1.0,3.0,0.0,24171.0
722,She's Out of My League,0.64,R,12 Mar 2010,104 min,"Comedy, Romance",/She's-Out-of-My-League.html,28.0,17.0,3.0,6.0,0.0,10.0,6.0,2.0,1.0,1.0,1.0,24021.0
723,Sherlock Holmes,0.76,PG-13,25 Dec 2009,128 min,"Action, Adventure, Crime, Mystery, Thriller",/Sherlock-Holmes.html,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31451.0
724,Shifty,0.65,UNRATED,24 Apr 2009,85 min,Thriller,/Shifty.html,10.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15835.0
725,Bob Marley: Sun Is Shining - The Remixes,0.76,N/A,N/A,N/A,Music,,,,,,,,,,,,,
726,Shivers,0.65,R,06 Jul 1976,87 min,"Horror, Sci-Fi",/Shivers.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20607.0
727,Shrek,0.79,PG,18 May 2001,90 min,"Animation, Adventure, Comedy, Family, Fantasy",/Shrek.html,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13530.0
728,Shrek the Third,0.61,PG,18 May 2007,93 min,"Animation, Adventure, Comedy, Family, Fantasy",/Shrek-the-Third.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22305.0
729,Sicario,0.76,R,02 Oct 2015,121 min,"Action, Crime, Drama, Mystery, Thriller",/Sicario.html,8.0,13.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,20732.0
730,Sideways,0.75,R,21 Jan 2005,127 min,"Comedy, Drama, Romance",/Sideways.html,11.0,31.0,2.0,2.0,3.0,3.0,1.0,0.0,2.0,1.0,0.0,25684.0
731,Signs,0.67,PG-13,02 Aug 2002,106 min,"Drama, Mystery, Sci-Fi, Thriller",/Signs.html,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,23175.0
732,Silence of the Lambs,0.71,N/A,07 May 2002,N/A,Documentary,/Silence-of-the-Lambs.html,9.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,31730.0
733,Silver Bullet,0.64,R,11 Oct 1985,95 min,Horror,/Silver-Bullet.html,10.0,3.0,7.0,1.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,27458.0
734,Silver Linings Playbook,0.77,R,25 Dec 2012,122 min,"Comedy, Drama, Romance",/Silver-Linings-Playbook.html,20.0,23.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,26686.0
735,Simone,0.59,NOT RATED,24 Jun 2013,72 min,"Biography, Drama",/Simone.html,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26872.0
736,Single White Female,0.63,R,14 Aug 1992,107 min,"Drama, Thriller",/Single-White-Female.html,3.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29443.0
737,Sister Act,0.63,PG,29 May 1992,100 min,"Comedy, Crime, Family, Music",/Sister-Act.html,0.0,1.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,26461.0
738,Six Degrees of Separation,0.69,R,08 Dec 1993,112 min,"Comedy, Drama, Mystery",/Six-Degrees-of-Separation.html,2.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27540.0
739,Sleepless in Seattle,0.68,PG,25 Jun 1993,105 min,"Comedy, Drama, Romance",/Sleepless-in-Seattle.html,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20926.0
740,Sleepy Hollow,0.74,R,19 Nov 1999,105 min,"Fantasy, Horror, Mystery",/Sleepy-Hollow.html,0.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,25461.0
741,Sling Blade,0.8,R,14 Mar 1997,135 min,Drama,/Sling-Blade.html,11.0,2.0,5.0,6.0,1.0,8.0,1.0,2.0,0.0,2.0,0.0,22453.0
742,Slither,0.65,R,31 Mar 2006,95 min,"Comedy, Horror, Sci-Fi",/Slither.html,18.0,8.0,6.0,3.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,23397.0
743,Slumdog Millionaire,0.8,R,25 Dec 2008,120 min,"Drama, Romance",/Slumdog-Millionaire.html,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,26855.0
744,Smashed,0.68,R,14 Dec 2012,81 min,Drama,/Smashed.html,16.0,22.0,4.0,6.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,18501.0
745,Smokin' Aces,0.67,R,26 Jan 2007,108 min,"Action, Crime, Drama, Thriller",/Smokin'-Aces.html,42.0,22.0,9.0,4.0,2.0,14.0,0.0,7.0,2.0,2.0,0.0,30452.0
746,Snatch,0.83,R,19 Jan 2001,102 min,"Comedy, Crime",/Snatch.html,9.0,40.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,15.0,0.0,23730.0
747,Sneakers,0.71,PG-13,11 Sep 1992,126 min,"Comedy, Crime, Drama, Mystery, Thriller",/Sneakers.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
748,Snow Falling on Cedars,0.68,PG-13,07 Jan 2000,127 min,"Drama, Mystery, Romance",,,,,,,,,,,,,
749,Snow White and the Huntsman,0.61,PG-13,01 Jun 2012,127 min,"Action, Adventure, Drama, Fantasy",/Snow-White-and-the-Huntsman.html,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,26659.0
750,So I Married an Axe Murderer,0.64,PG-13,30 Jul 1993,93 min,"Comedy, Romance",/So-I-Married-an-Axe-Murderer.html,6.0,1.0,1.0,4.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,20583.0
751,Solaris,0.62,PG-13,27 Nov 2002,99 min,"Drama, Mystery, Romance, Sci-Fi",/Solaris.html,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12857.0
752,Soldier,0.6,R,23 Oct 1998,99 min,"Action, Drama, Sci-Fi",/Soldier.html,10.0,4.0,4.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,33070.0
753,Someone to Watch Over Me,0.61,R,09 Oct 1987,106 min,"Crime, Drama, Romance",,,,,,,,,,,,,
754,Something's Gotta Give,0.67,PG-13,12 Dec 2003,128 min,"Comedy, Drama, Romance",/Something's-Gotta-Give.html,5.0,3.0,2.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,27732.0
755,Source Code,0.75,PG-13,01 Apr 2011,93 min,"Sci-Fi, Thriller",/Source-Code.html,5.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,22819.0
756,South Park,0.87,TV-MA,13 Aug 1997,22 min,"Animation, Comedy",/South-Park.html,23.0,44.0,13.0,20.0,3.0,24.0,2.0,3.0,5.0,5.0,0.0,26547.0
757,Space Milkshake,0.68,NOT RATED,15 Feb 2013,85 min,"Comedy, Sci-Fi",/Space-Milkshake.html,1.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,18184.0
758,Spanglish,0.64,PG-13,17 Dec 2004,131 min,"Comedy, Drama, Romance",/Spanglish.html,2.0,0.0,10.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,29203.0
759,Spare Me,0.67,N/A,03 Sep 1994,N/A,Thriller,/Spare-Me.html,2.0,6.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,16831.0
760,Spartan,0.66,R,12 Mar 2004,106 min,"Action, Crime, Drama, Mystery, Thriller",/Spartan.html,2.0,14.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,30372.0
761,Speed,0.72,R,10 Jun 1994,116 min,"Action, Adventure, Crime, Thriller",/Speed.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
762,Speed Racer,0.6,PG,09 May 2008,135 min,"Action, Adventure, Comedy, Drama, Family, Sci-Fi, Sport",/Speed-Racer.html,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,29939.0
763,Sphere,0.61,PG-13,13 Feb 1998,134 min,"Drama, Horror, Mystery, Sci-Fi, Thriller",/Sphere.html,13.0,5.0,13.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,24193.0
764,Spider-Man,0.73,PG-13,03 May 2002,121 min,"Action, Adventure, Sci-Fi",/Spider-Man.html,1.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26289.0
765,St. Elmo's Fire,0.64,R,28 Jun 1985,110 min,"Drama, Romance",/St.-Elmo's-Fire.html,15.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22465.0
766,Star Trek,0.8,PG-13,08 May 2009,127 min,"Action, Adventure, Sci-Fi",/Star-Trek.html,11.0,3.0,12.0,2.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,33222.0
767,Starman,0.7,PG,14 Dec 1984,115 min,"Romance, Sci-Fi",/Starman.html,9.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,30391.0
768,Starship Troopers,0.72,R,07 Nov 1997,129 min,"Action, Adventure, Sci-Fi, Thriller",/Starship-Troopers.html,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24285.0
769,State and Main,0.68,R,12 Jan 2001,105 min,"Comedy, Drama",/State-and-Main.html,2.0,3.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,22953.0
770,Station West,0.67,APPROVED,16 Oct 1948,87 min,"Action, Mystery, Romance",/Station-West.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25705.0
771,Stepmom,0.67,PG-13,25 Dec 1998,125 min,"Comedy, Drama",/Stepmom.html,7.0,4.0,5.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,28482.0
772,Sting: The Brand New Day Tour - Live from the Universal Amphitheatre,0.76,N/A,N/A,88 min,"Documentary, Music",,,,,,,,,,,,,
773,Stir of Echoes,0.7,R,10 Sep 1999,99 min,"Horror, Mystery, Thriller",/Stir-of-Echoes.html,10.0,11.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,26515.0
774,Storytelling,0.69,R,08 Nov 2001,87 min,"Comedy, Drama, Romance",/Storytelling.html,5.0,19.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9125.0
775,Straight Outta Compton,0.79,R,14 Aug 2015,147 min,"Biography, Drama, History, Music",/Straight-Outta-Compton.html,150.0,96.0,20.0,6.0,2.0,35.0,4.0,7.0,0.0,11.0,0.0,33230.0
776,Strange Days,0.72,R,13 Oct 1995,145 min,"Action, Crime, Drama, Sci-Fi, Thriller",/Strange-Days.html,31.0,13.0,6.0,6.0,2.0,7.0,0.0,1.0,0.0,1.0,0.0,36167.0
777,Strangers on a Train,0.8,PG,30 Jun 1951,101 min,"Crime, Film-Noir, Thriller",/Strangers-on-a-Train.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29058.0
778,Sugar,0.72,R,24 Apr 2009,114 min,"Drama, Sport",/Sugar.html,14.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,25027.0
779,Sugar and Spice,0.81,N/A,06 Apr 1989,25 min,"Comedy, Drama, Family",/Sugar-and-Spice.html,27.0,6.0,1.0,5.0,0.0,19.0,1.0,0.0,0.0,1.0,0.0,18508.0
780,Sunset Blvd.,0.52,N/A,N/A,N/A,Drama,/Sunset-Blvd..html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24598.0
781,Sunshine Cleaning,0.69,R,17 Apr 2009,91 min,"Comedy, Drama",/Sunshine-Cleaning.html,17.0,5.0,5.0,0.0,1.0,4.0,1.0,1.0,0.0,7.0,0.0,22711.0
782,Super 8,0.7,PG-13,10 Jun 2011,112 min,"Mystery, Sci-Fi, Thriller",/Super-8.html,19.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,0.0,0.0,1.0,26518.0
783,Superbad,0.76,R,17 Aug 2007,113 min,Comedy,/Superbad.html,67.0,51.0,2.0,6.0,5.0,21.0,19.0,10.0,3.0,3.0,3.0,23919.0
784,Superfights,0.53,PG-13,N/A,94 min,"Action, Crime, Drama",/Superfights.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
785,Supergirl,0.65,TV-PG,26 Oct 2015,43 min,"Action, Adventure, Drama, Sci-Fi",/Supergirl.html,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26289.0
786,Surrogates,0.63,PG-13,25 Sep 2009,89 min,"Action, Sci-Fi, Thriller",/Surrogates.html,1.0,0.0,5.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,24929.0
787,Suspect Zero,0.59,R,27 Aug 2004,99 min,"Crime, Horror, Mystery, Thriller",/Suspect-Zero.html,11.0,13.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,30652.0
788,Sweet Smell of Success,0.82,NOT RATED,04 Jul 1957,96 min,"Drama, Film-Noir",/Sweet-Smell-of-Success.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37942.0
789,Swingers,0.73,R,11 Apr 1997,96 min,"Comedy, Drama",/Swingers.html,22.0,9.0,2.0,26.0,12.0,4.0,3.0,0.0,0.0,0.0,0.0,17915.0
790,Swordfish,0.65,R,08 Jun 2001,99 min,"Action, Crime, Thriller",/Swordfish.html,16.0,14.0,1.0,2.0,1.0,10.0,2.0,0.0,2.0,0.0,0.0,20964.0
791,"Synecdoche, New York",0.75,R,21 Nov 2008,124 min,"Comedy, Drama","/Synecdoche,-New-York.html",5.0,19.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,28291.0
792,Syriana,0.69,R,09 Dec 2005,128 min,"Drama, Thriller",/Syriana.html,12.0,8.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,29622.0
793,Take Shelter,0.74,R,10 Nov 2011,120 min,"Drama, Horror, Thriller",/Take-Shelter.html,11.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20887.0
794,Taking Lives,0.62,R,19 Mar 2004,103 min,"Crime, Mystery, Thriller",/Taking-Lives.html,11.0,5.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,22071.0
795,Taking Sides,0.72,NOT RATED,07 Mar 2002,108 min,"Drama, Music, War",/Taking-Sides.html,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,15737.0
796,Tall in the Saddle,0.71,APPROVED,29 Sep 1944,87 min,"Mystery, Romance, Western",/Tall-in-the-Saddle.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30789.0
797,Tamara Drewe,0.62,R,10 Sep 2010,107 min,"Comedy, Drama, Romance",/Tamara-Drewe.html,11.0,22.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,5.0,0.0,24297.0
798,Taxi Driver,0.83,R,08 Feb 1976,114 min,"Crime, Drama",/Taxi-Driver.html,8.0,13.0,7.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0,0.0,25631.0
799,Ted,0.69,R,29 Jun 2012,106 min,"Comedy, Fantasy, Romance",/Ted.html,39.0,31.0,0.0,1.0,11.0,8.0,2.0,1.0,4.0,2.0,1.0,27892.0
800,Terminator,0.6,N/A,N/A,39 min,"Short, Action, Sci-Fi",/Terminator.html,4.0,6.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,29281.0
801,Terminator Salvation,0.66,PG-13,21 May 2009,115 min,"Action, Adventure, Sci-Fi",/Terminator-Salvation.html,5.0,2.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,25096.0
802,Thelma,0.7,NOT RATED,15 Sep 2017,116 min,"Drama, Fantasy, Horror, Mystery, Romance, Thriller",,,,,,,,,,,,,
803,There's Something About Mary,0.71,R,15 Jul 1998,119 min,"Comedy, Romance",/There's-Something-About-Mary.html,21.0,23.0,2.0,4.0,2.0,7.0,2.0,2.0,3.0,0.0,0.0,23732.0
804,They,0.48,PG-13,27 Nov 2002,89 min,"Horror, Mystery, Thriller",/They.html,7.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,23317.0
805,Next Big Thing: The 2 Skinnee J's Farewell Show,0.82,N/A,18 Jul 2005,120 min,Music,,,,,,,,,,,,,
806,Thirteen Days,0.73,PG-13,12 Jan 2001,145 min,"Drama, History, Thriller",/Thirteen-Days.html,12.0,0.0,5.0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,34918.0
807,This Boy's Life,0.73,R,23 Apr 1993,115 min,"Biography, Drama",/This-Boy's-Life.html,10.0,9.0,11.0,2.0,0.0,6.0,2.0,6.0,0.0,1.0,0.0,27551.0
808,This Is 40,0.62,R,21 Dec 2012,134 min,"Comedy, Romance",,,,,,,,,,,,,
809,Thor,0.7,PG-13,06 May 2011,115 min,"Action, Adventure, Fantasy, Sci-Fi",/Thor.html,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,32066.0
810,Thor: Ragnarok,0.79,PG-13,03 Nov 2017,130 min,"Action, Adventure, Comedy, Fantasy, Sci-Fi",,,,,,,,,,,,,
811,Three Kings,0.71,R,01 Oct 1999,114 min,"Action, Adventure, Comedy, Drama, War",/Three-Kings.html,17.0,18.0,3.0,1.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,26367.0
812,Three Men and a Baby Grand,0.54,N/A,N/A,30 min,Comedy,,,,,,,,,,,,,
813,Thunderbirds,0.42,PG,30 Jul 2004,95 min,"Action, Adventure, Comedy",/Thunderbirds.html,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12433.0
814,Thunderheart,0.68,R,03 Apr 1992,119 min,"Crime, Mystery, Thriller",/Thunderheart.html,19.0,12.0,5.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,31283.0
815,Ticker,0.36,R,23 Jun 2001,92 min,"Action, Crime, Thriller",/Ticker.html,11.0,10.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,16061.0
816,Timber Falls,0.53,R,23 May 2008,100 min,"Horror, Thriller",/Timber-Falls.html,6.0,19.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,22026.0
817,Time Machine: The Journey Back,0.76,N/A,N/A,48 min,Documentary,,,,,,,,,,,,,
818,Tin Cup,0.63,R,16 Aug 1996,135 min,"Comedy, Drama, Romance, Sport",/Tin-Cup.html,16.0,7.0,11.0,1.0,2.0,21.0,1.0,2.0,0.0,1.0,0.0,27495.0
819,Tin Men,0.65,R,13 Mar 1987,112 min,"Comedy, Drama",/Tin-Men.html,10.0,8.0,11.0,14.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,32194.0
820,Tinker Tailor Soldier Spy,0.71,R,06 Jan 2012,122 min,"Drama, Mystery, Thriller",/Tinker-Tailor-Soldier-Spy.html,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26724.0
821,Titanic,0.78,PG-13,19 Dec 1997,194 min,"Drama, Romance",/Titanic.html,9.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,44596.0
822,TMNT,0.63,PG,23 Mar 2007,103 min,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",/TMNT.html,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,23482.0
823,To Sleep with Anger,0.71,PG,12 Oct 1990,102 min,Drama,/To-Sleep-with-Anger.html,0.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,23779.0
824,Tombstone,0.78,R,25 Dec 1993,130 min,"Action, Biography, Drama, History, Romance, Western",/Tombstone.html,1.0,0.0,23.0,5.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,31705.0
825,Tomorrow Never Dies,0.65,PG-13,19 Dec 1997,119 min,"Action, Adventure, Thriller",/Tomorrow-Never-Dies.html,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,34361.0
826,Top Gun,0.69,PG,16 May 1986,110 min,"Action, Drama",/Top-Gun.html,14.0,0.0,5.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,25428.0
827,Total Recall,0.75,R,01 Jun 1990,113 min,"Action, Sci-Fi, Thriller",/Total-Recall.html,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,19750.0
828,Toy Story,0.83,G,22 Nov 1995,81 min,"Animation, Adventure, Comedy, Family, Fantasy",/Toy-Story.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22506.0
829,Traffic,0.76,R,05 Jan 2001,147 min,"Crime, Drama, Thriller",/Traffic.html,12.0,22.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,30910.0
830,Training Day,0.77,R,05 Oct 2001,122 min,"Crime, Drama, Thriller",/Training-Day.html,91.0,49.0,4.0,11.0,5.0,34.0,5.0,2.0,0.0,1.0,0.0,21170.0
831,Trainspotting,0.82,R,09 Aug 1996,93 min,Drama,/Trainspotting.html,5.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,17871.0
