,Movie_Title,IMDB,Film Rating,Released,Runtime,Genre,Movie_Links,shit,fuck,damn,bitch,asshole,ass,dick,pussy,cock,bastard,douche,total_words
271,Drop Dead Gorgeous,0.66,PG-13,23 Jul 1999,97 min,"Comedy, Romance, Thriller",/Drop-Dead-Gorgeous.html,7.0,2.0,10.0,8.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,19254.0
272,Duck Soup,0.8,NOT RATED,17 Nov 1933,68 min,"Comedy, Musical, War",/Duck-Soup.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19711.0
273,Dumb and Dumber,0.73,PG-13,16 Dec 1994,107 min,Comedy,/Dumb-and-Dumber.html,10.0,3.0,7.0,4.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,24013.0
274,Dune,0.66,PG-13,14 Dec 1984,137 min,"Action, Adventure, Sci-Fi",/Dune.html,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24070.0
275,E.T. The Extra-Terrestrial,0.79,PG,11 Jun 1982,115 min,"Family, Sci-Fi",,,,,,,,,,,,,
276,Eagle Eye,0.66,PG-13,26 Sep 2008,118 min,"Action, Mystery, Thriller",/Eagle-Eye.html,37.0,14.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,31425.0
277,Eastern Promises,0.77,R,21 Sep 2007,100 min,"Crime, Drama, Thriller",/Eastern-Promises.html,1.0,12.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22515.0
278,Easy A,0.71,PG-13,17 Sep 2010,92 min,"Comedy, Drama, Romance",/Easy-A.html,5.0,18.0,1.0,6.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,21455.0
279,Ed Wood,0.79,R,07 Oct 1994,127 min,"Biography, Comedy, Drama",/Ed-Wood.html,8.0,6.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,29023.0
280,Edward Scissorhands,0.79,PG-13,14 Dec 1990,105 min,"Drama, Fantasy, Romance",/Edward-Scissorhands.html,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8143.0
281,Eight Legged Freaks,0.54,PG-13,17 Jul 2002,99 min,"Action, Comedy, Horror, Sci-Fi, Thriller",/Eight-Legged-Freaks.html,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19000.0
282,Election,0.73,R,07 May 1999,103 min,"Comedy, Drama, Romance",/Election.html,1.0,6.0,1.0,3.0,0.0,2.0,17.0,1.0,0.0,0.0,0.0,25131.0
283,Enemy of the State,0.73,R,20 Nov 1998,132 min,"Action, Crime, Mystery, Thriller",/Enemy-of-the-State.html,9.0,17.0,4.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,23211.0
284,Enough,0.57,PG-13,24 May 2002,115 min,"Crime, Drama, Thriller",/Enough.html,4.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,22492.0
285,Entrapment,0.63,PG-13,30 Apr 1999,113 min,"Action, Crime, Romance, Thriller",/Entrapment.html,16.0,5.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,29860.0
286,Equilibrium,0.75,R,06 Dec 2002,107 min,"Action, Drama, Sci-Fi, Thriller",/Equilibrium.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
287,Erik the Viking,0.62,PG-13,22 Sep 1989,107 min,"Comedy, Adventure, Fantasy",/Erik-the-Viking.html,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21921.0
288,Erin Brockovich,0.73,R,17 Mar 2000,131 min,"Biography, Drama",/Erin-Brockovich.html,27.0,16.0,30.0,5.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,30254.0
289,Escape from L.A.,0.57,R,09 Aug 1996,101 min,"Action, Adventure, Sci-Fi, Thriller",,,,,,,,,,,,,
290,Escape from New York,0.72,R,10 Jul 1981,99 min,"Action, Sci-Fi",,,,,,,,,,,,,
291,Eternal Sunshine of the Spotless Mind,0.83,R,19 Mar 2004,108 min,"Drama, Romance, Sci-Fi",/Eternal-Sunshine-of-the-Spotless-Mind.html,15.0,11.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,24562.0
292,Even Cowgirls Get the Blues,0.43,R,20 May 1994,95 min,"Comedy, Drama, Romance",/Even-Cowgirls-Get-the-Blues.html,7.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,19235.0
293,Event Horizon,0.67,R,15 Aug 1997,96 min,"Horror, Sci-Fi, Thriller",/Event-Horizon.html,7.0,6.0,4.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,22033.0
294,Evil Dead,0.65,R,05 Apr 2013,91 min,"Fantasy, Horror, Thriller",/Evil-Dead.html,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11829.0
295,Ex Machina,0.77,R,24 Apr 2015,108 min,"Drama, Mystery, Sci-Fi, Thriller",/Ex-Machina.html,6.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20742.0
296,Excalibur,0.74,PG,10 Apr 1981,140 min,"Adventure, Drama, Fantasy, Romance",/Excalibur.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26992.0
297,eXistenZ,0.68,R,23 Apr 1999,97 min,"Horror, Sci-Fi, Thriller",/eXistenZ.html,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21524.0
298,Extract,0.62,R,04 Sep 2009,92 min,"Comedy, Crime, Romance",/Extract.html,26.0,0.0,6.0,0.0,4.0,14.0,2.0,1.0,1.0,0.0,0.0,20299.0
299,Face Off,0.82,TV-PG,26 Jan 2011,44 min,"Game-Show, Reality-TV",/Face-Off.html,8.0,6.0,6.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,23433.0
300,Fair Game,0.68,PG-13,03 Dec 2010,108 min,"Biography, Drama, Thriller",/Fair-Game.html,2.0,9.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,24040.0
301,Fantastic Four,0.57,PG-13,08 Jul 2005,106 min,"Action, Adventure, Fantasy, Sci-Fi",/Fantastic-Four.html,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28309.0
302,Fantastic Mr Fox: T4 Movie Special,0.78,N/A,24 Oct 2009,N/A,N/A,,,,,,,,,,,,,
303,Fargo,0.81,R,05 Apr 1996,98 min,"Crime, Drama, Thriller",/Fargo.html,4.0,12.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17469.0
304,Fast Times at Ridgemont High,0.72,R,13 Aug 1982,90 min,"Comedy, Drama",/Fast-Times-at-Ridgemont-High.html,10.0,7.0,0.0,0.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,24543.0
305,Fatal Instinct,0.57,PG-13,29 Oct 1993,91 min,"Comedy, Crime, Thriller",/Fatal-Instinct.html,3.0,0.0,7.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,28240.0
306,The Fault in Our Stars: The Stars Align,0.79,N/A,16 Sep 2014,N/A,"Documentary, Short",,,,,,,,,,,,,
307,Fear and Loathing in Las Vegas,0.77,R,22 May 1998,118 min,"Adventure, Comedy, Drama",/Fear-and-Loathing-in-Las-Vegas.html,28.0,18.0,9.0,4.0,1.0,3.0,0.0,0.0,0.0,20.0,0.0,23214.0
308,Feast,0.63,R,18 Jan 2007,95 min,"Action, Comedy, Horror, Thriller",/Feast.html,19.0,13.0,6.0,3.0,1.0,9.0,2.0,0.0,0.0,0.0,1.0,17973.0
309,Ferris Bueller's Day Off,0.78,PG-13,11 Jun 1986,103 min,Comedy,/Ferris-Bueller's-Day-Off.html,25.0,0.0,0.0,1.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,24328.0
310,Field of Dreams,0.75,PG,05 May 1989,107 min,"Drama, Family, Fantasy, Sport",/Field-of-Dreams.html,6.0,4.0,5.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,23822.0
311,Fight Club,0.88,R,15 Oct 1999,139 min,Drama,/Fight-Club.html,11.0,18.0,2.0,5.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0,28941.0
312,Street Fighter: The Legend of Chun-Li,0.37,PG-13,27 Feb 2009,96 min,"Action, Crime, Thriller",,,,,,,,,,,,,
313,Final Destination,0.67,R,17 Mar 2000,98 min,"Horror, Thriller",/Final-Destination.html,5.0,13.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,25379.0
314,Final Destination 2,0.62,R,31 Jan 2003,90 min,"Horror, Thriller",/Final-Destination-2.html,16.0,8.0,11.0,2.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,24024.0
315,Finding Nemo,0.81,G,30 May 2003,100 min,"Animation, Adventure, Comedy, Family",/Finding-Nemo.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13651.0
316,Five Easy Pieces,0.75,R,19 Feb 1971,98 min,Drama,/Five-Easy-Pieces.html,12.0,0.0,9.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,18812.0
317,Flash Gordon,0.65,PG,05 Dec 1980,111 min,"Action, Adventure, Sci-Fi",/Flash-Gordon.html,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19149.0
318,Fletch,0.69,PG,31 May 1985,98 min,"Comedy, Crime, Mystery",/Fletch.html,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18518.0
319,Flight,0.73,R,02 Nov 2012,138 min,"Drama, Thriller",/Flight.html,22.0,25.0,2.0,4.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,33143.0
320,Forrest Gump,0.88,PG-13,06 Jul 1994,142 min,"Drama, Romance",/Forrest-Gump.html,8.0,0.0,2.0,6.0,1.0,7.0,14.0,0.0,0.0,0.0,0.0,26109.0
321,Four Feathers,0.73,N/A,24 May 1915,N/A,Drama,/Four-Feathers.html,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,33678.0
322,Four Rooms,0.67,R,25 Dec 1995,98 min,Comedy,/Four-Rooms.html,13.0,17.0,1.0,4.0,2.0,8.0,1.0,2.0,5.0,1.0,0.0,24992.0
323,Foxcatcher,0.7,R,16 Jan 2015,134 min,"Biography, Drama, Sport",/Foxcatcher.html,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21959.0
324,Fracture,0.72,R,20 Apr 2007,113 min,"Crime, Drama, Mystery, Thriller",/Fracture.html,4.0,0.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0,2.0,0.0,23290.0
325,Frances,0.74,R,03 Feb 1983,140 min,"Biography, Drama, Romance",/Frances.html,3.0,2.0,12.0,5.0,0.0,2.0,36.0,0.0,0.0,3.0,0.0,27693.0
326,Frankenstein,0.79,PASSED,21 Nov 1931,70 min,"Drama, Horror, Sci-Fi",/Frankenstein.html,1.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,30450.0
327,Frankenweenie,0.7,PG,05 Oct 2012,87 min,"Animation, Comedy, Family, Horror, Sci-Fi",/Frankenweenie.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14676.0
328,Freaked,0.63,PG-13,31 Mar 1994,80 min,"Comedy, Sci-Fi",/Freaked.html,14.0,2.0,12.0,0.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,22742.0
329,Freddy vs. Jason,0.58,R,15 Aug 2003,97 min,"Action, Horror",/Freddy-vs.-Jason.html,6.0,3.0,5.0,33.0,1.0,7.0,0.0,2.0,1.0,3.0,0.0,26085.0
330,Frequency,0.74,PG-13,28 Apr 2000,118 min,"Crime, Drama, Mystery, Sci-Fi, Thriller",/Frequency.html,6.0,8.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,28522.0
331,Friday the 13th,0.65,R,09 May 1980,95 min,"Horror, Mystery, Thriller",/Friday-the-13th.html,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17896.0
332,Fright Night,0.64,R,19 Aug 2011,106 min,"Comedy, Horror",/Fright-Night.html,21.0,12.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,21820.0
333,From Dusk Till Dawn,0.73,R,19 Jan 1996,108 min,"Action, Crime, Horror",/From-Dusk-Till-Dawn.html,40.0,29.0,2.0,8.0,4.0,13.0,2.0,42.0,0.0,9.0,0.0,23902.0
334,From Here to Eternity,0.77,NOT RATED,28 Aug 1953,118 min,"Drama, Romance, War",/From-Here-to-Eternity.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37289.0
335,Frozen,0.75,PG,27 Nov 2013,102 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical",/Frozen.html,30.0,9.0,2.0,1.0,6.0,7.0,3.0,2.0,0.0,0.0,0.0,19010.0
336,Frozen River,0.72,R,05 Sep 2008,97 min,"Crime, Drama",/Frozen-River.html,6.0,2.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20185.0
337,Fruitvale Station,0.75,R,26 Jul 2013,85 min,"Biography, Drama, Romance",/Fruitvale-Station.html,40.0,41.0,1.0,12.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,19953.0
338,American Fugitive: The Truth About Hassan,0.72,N/A,29 Apr 2007,75 min,Documentary,,,,,,,,,,,,,
339,Funny People,0.63,R,31 Jul 2009,146 min,"Comedy, Drama",/Funny-People.html,54.0,40.0,1.0,4.0,3.0,6.0,4.0,0.0,1.0,0.0,2.0,28357.0
340,G.I. Jane,0.59,R,22 Aug 1997,125 min,"Action, Drama, War",/G.I.-Jane.html,13.0,6.0,2.0,1.0,1.0,10.0,2.0,0.0,1.0,0.0,0.0,23508.0
341,Game 6,0.59,R,01 Jan 2005,87 min,"Comedy, Drama, Sport",/Game-6.html,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16323.0
342,Indie Game: The Movie,0.77,NOT RATED,15 Sep 2012,103 min,"Documentary, Drama",,,,,,,,,,,,,
343,Gamer,0.58,R,04 Sep 2009,95 min,"Action, Sci-Fi, Thriller",/Gamer.html,36.0,13.0,12.0,5.0,1.0,13.0,1.0,1.0,1.0,0.0,0.0,25840.0
344,Gandhi,0.81,PG,25 Feb 1983,191 min,"Biography, Drama, History",/Gandhi.html,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,50128.0
345,Gang Related,0.65,R,08 Oct 1997,111 min,"Action, Crime, Drama, Romance, Thriller",/Gang-Related.html,45.0,24.0,0.0,1.0,9.0,3.0,1.0,0.0,1.0,0.0,0.0,24874.0
346,Gangs of New York,0.75,R,20 Dec 2002,167 min,"Crime, Drama",/Gangs-of-New-York.html,1.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,39449.0
347,Garden State,0.75,R,20 Aug 2004,102 min,"Comedy, Drama, Romance",/Garden-State.html,29.0,33.0,1.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,25510.0
348,Gattaca,0.78,PG-13,24 Oct 1997,106 min,"Drama, Sci-Fi, Thriller",/Gattaca.html,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,26558.0
349,Get Carter,0.51,R,06 Oct 2000,102 min,"Action, Crime, Drama, Thriller",/Get-Carter.html,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,15880.0
350,Get Low,0.71,PG-13,27 Aug 2010,103 min,"Drama, Mystery",/Get-Low.html,2.0,0.0,7.0,4.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,20908.0
351,Get on Up,0.69,PG-13,01 Aug 2014,139 min,"Biography, Drama, Music",/Get-on-Up.html,18.0,2.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,28218.0
352,Get Out,0.77,R,24 Feb 2017,104 min,"Horror, Mystery, Thriller",/Get-Out.html,32.0,19.0,8.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,19047.0
353,Ghost,0.7,PG-13,13 Jul 1990,127 min,"Drama, Fantasy, Romance, Thriller",/Ghost.html,4.0,1.0,8.0,2.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,26563.0
354,Ghost Rider,0.52,PG-13,16 Feb 2007,114 min,"Action, Adventure, Fantasy, Horror, Thriller",/Ghost-Rider.html,9.0,26.0,0.0,2.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,26752.0
355,Ghost Ship,0.55,R,25 Oct 2002,91 min,Horror,/Ghost-Ship.html,7.0,6.0,11.0,3.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,25592.0
356,Ghost World,0.74,R,21 Sep 2001,111 min,"Comedy, Drama",/Ghost-World.html,6.0,20.0,0.0,5.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,23521.0
357,Ghostbusters,0.78,PG,08 Jun 1984,105 min,"Action, Comedy, Fantasy",/Ghostbusters.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6812.0
358,Ginger Snaps,0.68,NOT RATED,11 May 2001,108 min,"Drama, Fantasy, Horror",/Ginger-Snaps.html,17.0,25.0,0.0,4.0,1.0,9.0,0.0,2.0,1.0,0.0,0.0,22470.0
359,Gladiator,0.85,R,05 May 2000,155 min,"Action, Adventure, Drama",/Gladiator.html,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,24397.0
360,Go,0.73,R,09 Apr 1999,102 min,"Comedy, Crime",/Go.html,30.0,30.0,1.0,4.0,1.0,13.0,7.0,2.0,0.0,0.0,0.0,25578.0
361,Godfather,0.85,N/A,15 Nov 1991,150 min,"Comedy, Drama, Romance",/Godfather.html,0.0,0.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,8.0,0.0,33387.0
362,The Godfather: Part II,0.9,R,20 Dec 1974,202 min,"Crime, Drama",,,,,,,,,,,,,
363,Gods and Monsters,0.75,R,04 Nov 1998,105 min,"Biography, Drama",/Gods-and-Monsters.html,5.0,7.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,23483.0
364,Godzilla,0.64,PG-13,16 May 2014,123 min,"Action, Adventure, Sci-Fi, Thriller",/Godzilla.html,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27251.0
365,Gone Baby Gone,0.77,R,19 Oct 2007,114 min,"Crime, Drama, Mystery, Thriller",/Gone-Baby-Gone.html,22.0,36.0,2.0,4.0,2.0,4.0,3.0,1.0,3.0,0.0,1.0,26855.0
366,Gone in 60 Seconds,0.65,PG,28 Jul 1974,105 min,"Action, Crime, Drama",/Gone-in-60-Seconds.html,33.0,4.0,11.0,2.0,4.0,10.0,0.0,0.0,1.0,2.0,0.0,28025.0
367,Good Will Hunting,0.83,R,09 Jan 1998,126 min,"Drama, Romance",/Good-Will-Hunting.html,20.0,33.0,3.0,4.0,2.0,11.0,1.0,2.0,2.0,0.0,0.0,24620.0
368,Gothika,0.58,R,21 Nov 2003,98 min,"Horror, Mystery, Thriller",/Gothika.html,6.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,26233.0
369,Grabbers,0.63,NOT RATED,10 Aug 2012,94 min,"Comedy, Horror, Sci-Fi, Thriller",/Grabbers.html,9.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,20085.0
370,Gran Torino,0.81,R,09 Jan 2009,116 min,Drama,/Gran-Torino.html,13.0,13.0,5.0,17.0,2.0,5.0,0.0,4.0,0.0,2.0,0.0,23144.0
371,Grand Hotel,0.75,NOT RATED,11 Sep 1932,112 min,"Drama, Romance",/Grand-Hotel.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26282.0
372,Grand Theft Parsons,0.61,PG-13,18 Jun 2004,88 min,"Adventure, Comedy, Drama",/Grand-Theft-Parsons.html,8.0,0.0,9.0,4.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,19961.0
373,Gravity,0.77,PG-13,04 Oct 2013,91 min,"Drama, Sci-Fi, Thriller",/Gravity.html,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20030.0
374,F. Scott Fitzgerald's 'The Great Gatsby': The Making of a Classic,0.55,N/A,01 Dec 2000,N/A,Documentary,,,,,,,,,,,,,
375,Gremlins,0.72,PG,08 Jun 1984,106 min,"Comedy, Fantasy, Horror",/Gremlins.html,1.0,0.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,18784.0
376,Gremlins 2: The New Batch,0.63,PG-13,15 Jun 1990,106 min,"Comedy, Fantasy, Horror",,,,,,,,,,,,,
377,Groundhog Day,0.8,PG,12 Feb 1993,101 min,"Comedy, Fantasy, Romance",/Groundhog-Day.html,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,23990.0
378,Guardians of the Galaxy Vol. 2,0.77,PG-13,05 May 2017,136 min,"Action, Adventure, Comedy, Sci-Fi",,,,,,,,,,,,,
379,Hackers,0.62,PG-13,15 Sep 1995,107 min,"Comedy, Crime, Drama, Thriller",/Hackers.html,21.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,14550.0
380,Hall Pass,0.59,R,25 Feb 2011,105 min,"Comedy, Romance",/Hall-Pass.html,10.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,3.0,1.0,0.0,27786.0
381,Hancock,0.64,PG-13,02 Jul 2008,92 min,"Action, Drama, Fantasy",/Hancock.html,21.0,23.0,5.0,3.0,2.0,11.0,1.0,1.0,1.0,4.0,0.0,24094.0
382,Hanna,0.68,PG-13,08 Apr 2011,111 min,"Action, Drama, Thriller",/Hanna.html,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,25907.0
383,Hannah and Her Sisters,0.79,PG-13,14 Mar 1986,107 min,"Comedy, Drama",/Hannah-and-Her-Sisters.html,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40977.0
384,Hannibal,0.68,R,09 Feb 2001,131 min,"Crime, Drama, Thriller",/Hannibal.html,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31623.0
385,"Happy Birthday, Wanda June",0.61,R,09 Dec 1971,105 min,"Comedy, Drama","/Happy-Birthday,-Wanda-June.html",11.0,5.0,4.0,7.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,20351.0
386,Happy Feet,0.65,PG,17 Nov 2006,108 min,"Animation, Adventure, Comedy, Family, Music, Musical, Romance",/Happy-Feet.html,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15251.0
387,Hard Rain,0.58,R,16 Jan 1998,97 min,"Action, Crime, Drama, Thriller",/Hard-Rain.html,13.0,2.0,5.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,20796.0
388,Hard to Kill,0.58,R,09 Feb 1990,96 min,"Action, Crime, Drama, Thriller",/Hard-to-Kill.html,10.0,8.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,23916.0
389,Paranormal Haunting: The Curse of the Blue Moon Inn,0.2,NOT RATED,01 Jan 2012,90 min,Horror,,,,,,,,,,,,,
390,He's Just Not That Into You,0.64,PG-13,06 Feb 2009,129 min,"Comedy, Drama, Romance",/He's-Just-Not-That-Into-You.html,18.0,1.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,24824.0
391,Heat,0.82,R,15 Dec 1995,170 min,"Crime, Drama, Thriller",/Heat.html,7.0,24.0,0.0,4.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,30247.0
392,Heathers,0.73,R,31 Mar 1989,103 min,Comedy,/Heathers.html,28.0,13.0,13.0,8.0,4.0,8.0,3.0,2.0,0.0,0.0,0.0,25483.0
393,Heavenly Creatures,0.74,R,14 Oct 1994,99 min,"Biography, Crime, Drama, Thriller",/Heavenly-Creatures.html,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27256.0
394,Heavy Metal,0.67,R,07 Aug 1981,86 min,"Animation, Adventure, Fantasy, Sci-Fi",/Heavy-Metal.html,4.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,16287.0
395,Heist,0.65,R,09 Nov 2001,109 min,"Action, Crime, Drama, Thriller",/Heist.html,4.0,7.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27306.0
396,Hellboy,0.69,PG-13,02 Apr 2004,122 min,"Action, Fantasy, Horror, Sci-Fi",/Hellboy.html,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22754.0
397,Hellraiser,0.7,R,18 Sep 1987,94 min,"Horror, Thriller",/Hellraiser.html,8.0,1.0,10.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,18211.0
398,God Help the Girl,0.64,UNRATED,05 Sep 2014,112 min,"Drama, Musical, Romance",,,,,,,,,,,,,
399,Henry Fool,0.73,R,19 Jun 1998,137 min,"Comedy, Drama",/Henry-Fool.html,11.0,9.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,25882.0
400,Henry's Crime,0.6,R,14 Jan 2011,108 min,"Comedy, Crime, Drama, Romance",/Henry's-Crime.html,10.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,20280.0
401,Her,0.8,R,10 Jan 2014,126 min,"Drama, Romance, Sci-Fi",/Her.html,5.0,20.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,19593.0
402,Hesher,0.7,R,25 Jun 2011,106 min,"Comedy, Drama",/Hesher.html,23.0,46.0,0.0,2.0,2.0,3.0,2.0,1.0,7.0,0.0,0.0,24740.0
403,High Fidelity,0.75,R,31 Mar 2000,113 min,"Comedy, Drama, Music, Romance",/High-Fidelity.html,10.0,23.0,1.0,1.0,7.0,7.0,130.0,0.0,0.0,4.0,0.0,27181.0
404,Highlander,0.72,R,07 Mar 1986,116 min,"Action, Adventure, Fantasy",/Highlander.html,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,18602.0
405,His Girl Friday,0.8,PASSED,18 Jan 1940,92 min,"Comedy, Drama, Romance",/His-Girl-Friday.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33110.0
406,Hitchcock,0.68,PG-13,14 Dec 2012,98 min,"Biography, Drama",/Hitchcock.html,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23521.0
407,Hollow Man,0.57,R,04 Aug 2000,112 min,"Action, Horror, Sci-Fi, Thriller",/Hollow-Man.html,18.0,8.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,25499.0
408,Honeydripper,0.67,PG-13,09 May 2008,124 min,"Crime, Drama, History, Music, Musical",/Honeydripper.html,1.0,0.0,13.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,21757.0
409,Horrible Bosses,0.69,R,08 Jul 2011,98 min,"Comedy, Crime",/Horrible-Bosses.html,23.0,25.0,8.0,4.0,0.0,9.0,4.0,6.0,5.0,5.0,0.0,21710.0
