,Unnamed: 0,Movie_Title,IMDB,Film Rating,Released,Runtime,Genre,Movie_Links,shit,fuck,damn,bitch,asshole,ass,dick,pussy,cock,bastard,douche,total_words,total_bad_words,Runtime_minutes,bad_word_frequency,Year
15,15,8MM,0.65,R,26 Feb 1999,123 min,"Mystery, Thriller",/8MM.html,6.0,23.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,32332.0,34.0,123.0,3.62,1999
16,16,9,0.71,PG-13,09 Sep 2009,79 min,"Animation, Action, Adventure, Drama, Mystery, Sci-Fi, Thriller",/9.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17521.0,0.0,79.0,inf,2009
17,17,A Few Good Men,0.77,R,11 Dec 1992,138 min,"Drama, Thriller",/A-Few-Good-Men.html,12.0,5.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,28546.0,30.0,138.0,4.6,1992
18,18,A Most Violent Year,0.7,R,30 Jan 2015,125 min,"Crime, Drama, Thriller",/A-Most-Violent-Year.html,7.0,12.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,27272.0,22.0,125.0,5.68,2015
19,19,A Scanner Darkly,0.71,R,28 Jul 2006,100 min,"Animation, Crime, Drama, Mystery, Sci-Fi, Thriller",/A-Scanner-Darkly.html,25.0,44.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,28460.0,79.0,100.0,1.27,2006
20,20,A Serious Man,0.71,R,06 Nov 2009,106 min,"Comedy, Drama",/A-Serious-Man.html,5.0,1.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,1.0,0.0,22459.0,17.0,106.0,6.24,2009
21,21,Above the Law,0.6,R,22 Apr 1988,99 min,"Action, Crime, Drama, Mystery, Thriller",/Above-the-Law.html,5.0,11.0,1.0,0.0,3.0,11.0,1.0,2.0,0.0,2.0,0.0,28233.0,36.0,99.0,2.75,1988
22,22,Absolute Power,0.67,R,14 Feb 1997,121 min,"Action, Crime, Drama, Thriller",/Absolute-Power.html,9.0,3.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,25497.0,25.0,121.0,4.84,1997
23,23,Affliction,0.7,R,19 Feb 1999,114 min,"Drama, Mystery, Thriller",/Affliction.html,17.0,18.0,4.0,0.0,5.0,3.0,0.0,0.0,0.0,4.0,0.0,16881.0,51.0,114.0,2.24,1999
24,24,After School Special,0.25,TV-MA,27 Jun 2017,78 min,"Adventure, Comedy, Crime",/After-School-Special.html,14.0,1.0,1.0,0.0,4.0,4.0,3.0,2.0,0.0,1.0,0.0,23453.0,30.0,78.0,2.6,2017
25,25,After.Life,0.59,R,26 Aug 2010,104 min,"Drama, Horror, Mystery, Thriller",/After.Life.html,6.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22177.0,16.0,104.0,6.5,2010
26,26,Agnes of God,0.66,PG-13,27 Sep 1985,98 min,"Drama, Mystery",/Agnes-of-God.html,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14493.0,2.0,98.0,49.0,1985
27,27,Air Force One,0.65,R,25 Jul 1997,124 min,"Action, Drama, Thriller",/Air-Force-One.html,8.0,7.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,27003.0,25.0,124.0,4.96,1997
28,28,Airplane!,0.78,PG,02 Jul 1980,88 min,Comedy,float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,88.0,88.0,1980
29,29,Aladdin,0.8,G,25 Nov 1992,90 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",/Aladdin.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17926.0,0.0,90.0,inf,1992
30,30,Ali,0.68,R,25 Dec 2001,157 min,"Biography, Drama, Sport",/Ali.html,1.0,5.0,4.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,33431.0,21.0,157.0,7.48,2001
31,31,Alien,0.85,R,22 Jun 1979,116 min,"Horror, Sci-Fi",/Alien.html,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22776.0,14.0,116.0,8.29,1979
33,33,Alien Nation,0.63,R,07 Oct 1988,91 min,"Action, Sci-Fi",/Alien-Nation.html,17.0,2.0,5.0,5.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,26090.0,38.0,91.0,2.39,1988
34,34,AVP: Alien vs. Predator,0.56,PG-13,13 Aug 2004,101 min,"Action, Horror, Sci-Fi, Thriller",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,101.0,101.0,2004
35,35,Aliens,0.84,R,18 Jul 1986,137 min,"Action, Adventure, Sci-Fi, Thriller",/Aliens.html,10.0,11.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,28743.0,29.0,137.0,4.72,1986
36,36,All About Eve,0.83,NOT RATED,27 Oct 1950,138 min,Drama,/All-About-Eve.html,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30500.0,1.0,138.0,138.0,1950
37,37,All About Steve,0.48,PG-13,04 Sep 2009,99 min,"Comedy, Romance",/All-About-Steve.html,1.0,0.0,2.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,23620.0,13.0,99.0,7.62,2009
38,38,All the King's Men,0.62,PG-13,22 Sep 2006,128 min,"Drama, Thriller",/All-the-King's-Men.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23469.0,0.0,128.0,inf,2006
39,39,All the President's Men,0.8,PG,09 Apr 1976,138 min,"Biography, Drama, History, Thriller",/All-the-President's-Men.html,9.0,11.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,25148.0,26.0,138.0,5.31,1976
40,40,Almost Famous,0.79,R,22 Sep 2000,122 min,"Adventure, Comedy, Drama, Music",/Almost-Famous.html,3.0,10.0,4.0,0.0,2.0,3.0,100.0,0.0,0.0,0.0,0.0,36396.0,122.0,122.0,1.0,2000
41,41,Alone in the Dark,0.23,R,28 Jan 2005,96 min,"Action, Horror, Sci-Fi",/Alone-in-the-Dark.html,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,24987.0,6.0,96.0,16.0,2005
42,42,Amadeus,0.83,R,19 Sep 1984,160 min,"Biography, Drama, History, Music",/Amadeus.html,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36645.0,11.0,160.0,14.55,1984
43,43,Amelia,0.58,PG,23 Oct 2009,111 min,"Adventure, Biography, Drama, Romance",/Amelia.html,1.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,27090.0,9.0,111.0,12.33,2009
44,44,American Beauty,0.84,R,01 Oct 1999,122 min,Drama,/American-Beauty.html,10.0,13.0,2.0,2.0,4.0,1.0,6.0,2.0,0.0,1.0,0.0,21334.0,41.0,122.0,2.98,1999
45,45,American Gangster,0.78,R,02 Nov 2007,157 min,"Biography, Crime, Drama, Thriller",/American-Gangster.html,6.0,31.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,31545.0,42.0,157.0,3.74,2007
46,46,American Graffiti,0.75,PG,11 Aug 1973,110 min,"Comedy, Drama",/American-Graffiti.html,10.0,0.0,5.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,28091.0,24.0,110.0,4.58,1973
47,47,American History X,0.85,R,20 Nov 1998,119 min,"Crime, Drama",/American-History-X.html,50.0,38.0,3.0,10.0,9.0,16.0,6.0,7.0,0.0,1.0,0.0,20868.0,140.0,119.0,0.85,1998
48,48,American Hustle,0.73,R,20 Dec 2013,138 min,"Crime, Drama",/American-Hustle.html,18.0,23.0,2.0,5.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,32053.0,62.0,138.0,2.23,2013
49,49,American Madness,0.75,PASSED,15 Aug 1932,75 min,Drama,/American-Madness.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24822.0,0.0,75.0,inf,1932
50,50,American Milkshake,0.47,R,20 Jan 2013,83 min,Comedy,/American-Milkshake.html,22.0,10.0,9.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,18064.0,53.0,83.0,1.57,2013
51,51,American Outlaws,0.6,PG-13,17 Aug 2001,94 min,"Action, Western",/American-Outlaws.html,2.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,21763.0,15.0,94.0,6.27,2001
52,52,American Pie,0.7,R,09 Jul 1999,95 min,Comedy,/American-Pie.html,26.0,16.0,9.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,21482.0,58.0,95.0,1.64,1999
53,53,American Psycho,0.76,R,14 Apr 2000,101 min,"Crime, Drama",/American-Psycho.html,5.0,7.0,0.0,10.0,5.0,3.0,0.0,1.0,0.0,8.0,0.0,21294.0,39.0,101.0,2.59,2000
54,54,American Sniper,0.73,R,16 Jan 2015,133 min,"Action, Biography, Drama, History, Thriller, War",/American-Sniper.html,26.0,29.0,3.0,1.0,1.0,20.0,3.0,0.0,0.0,1.0,0.0,23830.0,84.0,133.0,1.58,2015
55,55,American Splendor,0.75,R,12 Sep 2003,101 min,"Biography, Comedy, Drama",/American-Splendor.html,14.0,0.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,20210.0,29.0,101.0,3.48,2003
56,56,An American Werewolf in London,0.76,R,21 Aug 1981,97 min,"Comedy, Horror",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,97.0,97.0,1981
57,57,American: The Bill Hicks Story,0.78,NOT RATED,08 Apr 2011,102 min,"Documentary, Animation, Biography, Comedy",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,102.0,102.0,2011
58,58,Amour,0.79,PG-13,20 Sep 2012,127 min,"Drama, Romance",/Amour.html,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14391.0,1.0,127.0,127.0,2012
59,59,An Education,0.73,PG-13,05 Feb 2010,100 min,Drama,/An-Education.html,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,23256.0,2.0,100.0,50.0,2010
60,60,Analyze That,0.59,R,06 Dec 2002,96 min,"Comedy, Crime",/Analyze-That.html,20.0,14.0,1.0,3.0,7.0,1.0,0.0,5.0,1.0,0.0,0.0,22828.0,52.0,96.0,1.85,2002
61,61,Analyze This,0.67,R,05 Mar 1999,103 min,"Comedy, Crime",/Analyze-This.html,14.0,15.0,2.0,2.0,2.0,6.0,1.0,0.0,0.0,4.0,0.0,23765.0,46.0,103.0,2.24,1999
62,62,Anastasia,0.71,G,21 Nov 1997,94 min,"Animation, Adventure, Drama, Family, Fantasy, Musical, Mystery, Romance",/Anastasia.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21265.0,0.0,94.0,inf,1997
63,63,Angel Eyes,0.56,R,18 May 2001,102 min,"Drama, Romance",/Angel-Eyes.html,9.0,0.0,8.0,3.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,28212.0,31.0,102.0,3.29,2001
64,64,Angels & Demons,0.67,PG-13,15 May 2009,138 min,"Mystery, Thriller",/Angels-&-Demons.html,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,30054.0,9.0,138.0,15.33,2009
65,65,Anna Karenina,0.66,R,07 Sep 2012,129 min,"Drama, Romance",/Anna-Karenina.html,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28583.0,2.0,129.0,64.5,2012
66,66,Annie Hall,0.8,PG,20 Apr 1977,93 min,"Comedy, Romance",/Annie-Hall.html,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,28560.0,6.0,93.0,15.5,1977
67,67,Anonymous,0.69,PG-13,28 Oct 2011,130 min,"Drama, Thriller",/Anonymous.html,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,27996.0,4.0,130.0,32.5,2011
68,68,Antitrust,0.61,PG-13,12 Jan 2001,105 min,"Action, Crime, Drama, Thriller",/Antitrust.html,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,26022.0,8.0,105.0,13.12,2001
69,69,Antz,0.66,PG,02 Oct 1998,83 min,"Animation, Adventure, Comedy, Family",/Antz.html,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18345.0,3.0,83.0,27.67,1998
70,70,Apocalypse Now,0.85,R,15 Aug 1979,147 min,"Drama, War",/Apocalypse-Now.html,14.0,5.0,11.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,30121.0,43.0,147.0,3.42,1979
71,71,April Fool's Day,0.62,R,28 Mar 1986,89 min,"Horror, Mystery",/April-Fool's-Day.html,12.0,13.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,21396.0,31.0,89.0,2.87,1986
72,72,Apt Pupil,0.67,R,23 Oct 1998,111 min,"Crime, Drama, Thriller",/Apt-Pupil.html,4.0,22.0,2.0,1.0,0.0,0.0,95.0,0.0,0.0,1.0,0.0,30395.0,125.0,111.0,0.89,1998
73,73,Arbitrage,0.66,R,14 Sep 2012,107 min,"Drama, Thriller",/Arbitrage.html,2.0,22.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,18864.0,29.0,107.0,3.69,2012
74,74,Arcade,0.53,R,30 Mar 1994,85 min,"Horror, Sci-Fi",/Arcade.html,14.0,7.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,22926.0,26.0,85.0,3.27,1994
76,76,Argo,0.77,R,12 Oct 2012,120 min,"Biography, Drama, Thriller",/Argo.html,2.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,24189.0,16.0,120.0,7.5,2012
77,77,Armageddon,0.67,PG-13,01 Jul 1998,151 min,"Action, Adventure, Sci-Fi, Thriller",/Armageddon.html,12.0,2.0,2.0,3.0,0.0,15.0,1.0,1.0,0.0,1.0,0.0,28440.0,37.0,151.0,4.08,1998
78,78,Army of Darkness,0.76,R,19 Feb 1993,81 min,"Comedy, Horror",/Army-of-Darkness.html,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16184.0,9.0,81.0,9.0,1993
79,79,Arsenic and Old Lace,0.8,NOT RATED,23 Sep 1944,118 min,"Comedy, Crime, Thriller",/Arsenic-and-Old-Lace.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33407.0,0.0,118.0,inf,1944
80,80,Arthur,0.57,PG-13,08 Apr 2011,110 min,"Comedy, Romance",/Arthur.html,12.0,5.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,22411.0,25.0,110.0,4.4,2011
81,81,A Portrait of an Artist: The Making of 'Get Rich or Die Tryin',0.7,float(0),28 Mar 2006,29 min,"Documentary, Short",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,29.0,29.0,2006
82,82,As Good as It Gets,0.77,PG-13,25 Dec 1997,139 min,"Comedy, Drama, Romance",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,139.0,139.0,1997
83,83,Assassins,0.63,R,06 Oct 1995,132 min,"Action, Crime, Thriller",/Assassins.html,25.0,21.0,2.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,23561.0,59.0,132.0,2.24,1995
84,84,At First Sight,0.59,PG-13,15 Jan 1999,128 min,"Drama, Romance",/At-First-Sight.html,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27557.0,8.0,128.0,16.0,1999
85,85,Austin Powers: International Man of Mystery,0.7,PG-13,02 May 1997,89 min,"Adventure, Comedy",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,89.0,89.0,1997
86,86,Austin Powers: The Spy Who Shagged Me,0.66,PG-13,11 Jun 1999,95 min,"Action, Adventure, Comedy, Crime",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,95.0,95.0,1999
87,87,Authors Anonymous,0.43,PG-13,18 Mar 2014,92 min,Comedy,/Authors-Anonymous.html,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,21745.0,8.0,92.0,11.5,2014
88,88,Autumn in New York,0.56,PG-13,11 Aug 2000,103 min,"Drama, Romance",/Autumn-in-New-York.html,4.0,1.0,8.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,24333.0,19.0,103.0,5.42,2000
89,89,Avatar,0.78,PG-13,18 Dec 2009,162 min,"Action, Adventure, Fantasy, Sci-Fi",/Avatar.html,13.0,0.0,8.0,8.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,35757.0,41.0,162.0,3.95,2009
90,90,Awakenings,0.78,PG-13,11 Jan 1991,121 min,"Biography, Drama",/Awakenings.html,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32071.0,1.0,121.0,121.0,1991
91,91,Babel,0.75,R,10 Nov 2006,143 min,Drama,/Babel.html,4.0,9.0,7.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,27169.0,29.0,143.0,4.93,2006
92,92,Bachelor Party,0.63,R,29 Jun 1984,105 min,Comedy,/Bachelor-Party.html,21.0,2.0,2.0,1.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,22948.0,41.0,105.0,2.56,1984
93,93,Back to the Future,0.85,PG,03 Jul 1985,116 min,"Adventure, Comedy, Sci-Fi",/Back-to-the-Future.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,116.0,inf,1985
95,95,Backdraft,0.67,R,24 May 1991,137 min,"Action, Crime, Drama, Mystery, Thriller",/Backdraft.html,17.0,9.0,5.0,13.0,3.0,10.0,0.0,2.0,0.0,1.0,0.0,27934.0,60.0,137.0,2.28,1991
96,96,Bad Boys,0.69,R,07 Apr 1995,119 min,"Action, Comedy, Crime, Thriller",/Bad-Boys.html,29.0,27.0,5.0,1.0,3.0,17.0,8.0,3.0,0.0,0.0,0.0,27096.0,93.0,119.0,1.28,1995
97,97,Bad Country,0.58,R,29 Apr 2014,95 min,"Action, Crime, Drama, Mystery, Thriller",/Bad-Country.html,19.0,43.0,10.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,23423.0,81.0,95.0,1.17,2014
98,98,Bad Day at Black Rock,0.78,NOT RATED,15 May 1955,81 min,"Crime, Drama, Mystery",/Bad-Day-at-Black-Rock.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22482.0,0.0,81.0,inf,1955
99,99,Bad Dreams,0.56,R,08 Apr 1988,80 min,"Horror, Thriller",/Bad-Dreams.html,17.0,9.0,7.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,24130.0,38.0,80.0,2.11,1988
100,100,Bad Lieutenant,0.71,NC-17,17 Dec 1992,96 min,"Crime, Drama, Thriller",/Bad-Lieutenant.html,18.0,17.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,15354.0,40.0,96.0,2.4,1992
101,101,Bad Santa,0.71,R,26 Nov 2003,91 min,"Comedy, Crime, Drama",/Bad-Santa.html,41.0,62.0,0.0,9.0,3.0,21.0,5.0,4.0,0.0,1.0,0.0,16368.0,146.0,91.0,0.62,2003
102,102,Bad Teacher,0.56,R,24 Jun 2011,92 min,"Comedy, Romance",/Bad-Teacher.html,10.0,15.0,2.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,21724.0,37.0,92.0,2.49,2011
103,103,Badlands,0.79,PG,05 Jan 1974,94 min,"Crime, Drama",/Badlands.html,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14790.0,4.0,94.0,23.5,1974
104,104,Bamboozled,0.65,R,20 Oct 2000,135 min,"Comedy, Drama, Music",/Bamboozled.html,1.0,1.0,9.0,1.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,24967.0,26.0,135.0,5.19,2000
105,105,Barry Lyndon,0.81,PG,18 Dec 1975,185 min,"Adventure, Drama, History, War",/Barry-Lyndon.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33449.0,1.0,185.0,185.0,1975
106,106,Barton Fink,0.77,R,21 Aug 1991,116 min,"Comedy, Drama, Thriller",/Barton-Fink.html,4.0,1.0,6.0,3.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,22274.0,22.0,116.0,5.27,1991
107,107,Basic,0.65,R,28 Mar 2003,98 min,"Action, Crime, Drama, Mystery, Thriller",/Basic.html,10.0,33.0,1.0,3.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,22961.0,55.0,98.0,1.78,2003
108,108,Basic Instinct,0.69,R,20 Mar 1992,127 min,"Drama, Mystery, Thriller",/Basic-Instinct.html,2.0,20.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,20608.0,30.0,127.0,4.23,1992
109,109,Basquiat,0.69,R,09 Aug 1996,107 min,"Biography, Drama",/Basquiat.html,13.0,10.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,19459.0,30.0,107.0,3.57,1996
110,110,Batman,0.75,PG-13,23 Jun 1989,126 min,"Action, Adventure",/Batman.html,6.0,1.0,0.0,1.0,0.0,1.0,51.0,0.0,0.0,0.0,0.0,32586.0,60.0,126.0,2.1,1989
111,111,Laguna Beach: The Real Orange County,0.48,float(0),28 Sep 2004,30 min,"Drama, Reality-TV",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,30.0,30.0,2004
112,112,Bean,0.64,PG-13,07 Nov 1997,89 min,"Adventure, Comedy, Family",/Bean.html,1.0,0.0,9.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,29971.0,15.0,89.0,5.93,1997
113,113,Beasts of No Nation,0.78,NOT RATED,16 Oct 2015,137 min,"Drama, War",/Beasts-of-No-Nation.html,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25506.0,1.0,137.0,137.0,2015
114,114,Beasts of the Southern Wild,0.73,PG-13,05 Jul 2012,93 min,"Adventure, Drama, Fantasy",/Beasts-of-the-Southern-Wild.html,2.0,1.0,5.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,16335.0,15.0,93.0,6.2,2012
115,115,Beauty and the Beast,0.8,G,22 Nov 1991,84 min,"Animation, Family, Fantasy, Musical, Romance",/Beauty-and-the-Beast.html,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,23948.0,11.0,84.0,7.64,1991
116,116,Beavis and Butt-Head Do America,0.68,PG-13,20 Dec 1996,81 min,"Animation, Adventure, Comedy, Crime, Music",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,81.0,81.0,1996
117,117,Beginners,0.72,R,09 Jun 2011,105 min,"Comedy, Drama, Romance",/Beginners.html,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18842.0,5.0,105.0,21.0,2011
118,118,Being Human,0.75,TV-14,17 Jan 2011,44 min,"Drama, Fantasy, Horror",/Being-Human.html,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40255.0,4.0,44.0,11.0,2011
119,119,Being John Malkovich,0.78,R,03 Dec 1999,113 min,"Comedy, Drama, Fantasy",/Being-John-Malkovich.html,12.0,7.0,6.0,2.0,0.0,1.0,2.0,0.0,0.0,9.0,0.0,21187.0,39.0,113.0,2.9,1999
120,120,Being There,0.8,PG,26 May 1980,130 min,"Comedy, Drama",/Being-There.html,0.0,1.0,6.0,3.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,25507.0,18.0,130.0,7.22,1980
121,121,Belle,0.74,PG,13 Jun 2014,100 min,"Biography, Drama, Romance",/Belle.html,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21597.0,1.0,100.0,100.0,2014
122,122,Beloved,0.59,R,16 Oct 1998,172 min,"Drama, History, Horror",/Beloved.html,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34617.0,11.0,172.0,15.64,1998
123,123,Big,0.73,PG,03 Jun 1988,104 min,"Comedy, Drama, Family, Fantasy, Romance",/Big.html,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,8608.0,8.0,104.0,13.0,1988
124,124,Big Eyes,0.7,PG-13,25 Dec 2014,106 min,"Biography, Crime, Drama, Romance",/Big-Eyes.html,4.0,1.0,1.0,2.0,0.0,2.0,45.0,0.0,0.0,0.0,0.0,23266.0,55.0,106.0,1.93,2014
125,125,Big Fish,0.8,PG-13,09 Jan 2004,125 min,"Adventure, Drama, Fantasy, Romance",/Big-Fish.html,4.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,26804.0,11.0,125.0,11.36,2004
126,126,Birdman,0.69,TV-G,09 Sep 1967,30 min,"Animation, Action, Adventure",/Birdman.html,30.0,49.0,0.0,2.0,6.0,11.0,4.0,0.0,0.0,1.0,0.0,23295.0,103.0,30.0,0.29,1967
127,127,"The Birds, the Bees and the Italians",0.77,float(0),10 Feb 1966,115 min,Comedy,float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,115.0,115.0,1966
128,128,Birthday Girl,0.61,R,01 Feb 2002,93 min,"Comedy, Crime, Thriller",/Birthday-Girl.html,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17887.0,10.0,93.0,9.3,2002
129,129,Black Rain,0.66,R,22 Sep 1989,125 min,"Action, Crime, Thriller",/Black-Rain.html,9.0,1.0,1.0,2.0,0.0,8.0,0.0,1.0,0.0,4.0,0.0,22116.0,26.0,125.0,4.81,1989
130,130,Black Snake Moan,0.7,R,02 Mar 2007,116 min,"Drama, Music",/Black-Snake-Moan.html,44.0,16.0,2.0,4.0,0.0,10.0,3.0,2.0,1.0,0.0,0.0,25238.0,82.0,116.0,1.41,2007
131,131,Black Swan,0.8,R,17 Dec 2010,108 min,"Drama, Thriller",/Black-Swan.html,1.0,5.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,18832.0,12.0,108.0,9.0,2010
132,132,Blade,0.71,R,21 Aug 1998,120 min,"Action, Horror, Sci-Fi",/Blade.html,4.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,25143.0,14.0,120.0,8.57,1998
133,133,Blade II,0.67,R,22 Mar 2002,117 min,"Action, Horror, Sci-Fi, Thriller",/Blade-II.html,14.0,15.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,25350.0,39.0,117.0,3.0,2002
134,134,Blade Runner,0.82,R,25 Jun 1982,117 min,"Sci-Fi, Thriller",/Blade-Runner.html,4.0,5.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,24551.0,16.0,117.0,7.31,1982
