,Unnamed: 0,Movie_Title,IMDB,Film Rating,Released,Runtime,Genre,Movie_Links,shit,fuck,damn,bitch,asshole,ass,dick,pussy,cock,bastard,douche,total_words,total_bad_words,Runtime_minutes,bad_word_frequency,Year
252,252,Despicable Me 2,0.74,PG,03 Jul 2013,98 min,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",/Despicable-Me-2.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21036.0,0.0,98.0,inf,2013
253,253,Detroit Rock City,0.69,R,13 Aug 1999,95 min,"Comedy, Music",/Detroit-Rock-City.html,29.0,13.0,3.0,4.0,2.0,26.0,7.0,0.0,0.0,0.0,0.0,27439.0,84.0,95.0,1.13,1999
254,254,Devil in a Blue Dress,0.67,R,29 Sep 1995,102 min,"Crime, Drama, Mystery, Thriller",/Devil-in-a-Blue-Dress.html,10.0,0.0,21.0,5.0,0.0,8.0,0.0,0.0,2.0,2.0,0.0,25280.0,48.0,102.0,2.12,1995
255,255,The Devil's Advocate,0.75,R,17 Oct 1997,144 min,"Drama, Mystery, Thriller",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,144.0,144.0,1997
256,256,Die Hard,0.82,R,20 Jul 1988,132 min,"Action, Thriller",/Die-Hard.html,16.0,9.0,6.0,2.0,4.0,9.0,2.0,0.0,1.0,2.0,0.0,27201.0,51.0,132.0,2.59,1988
257,257,Die Hard 2,0.71,R,03 Jul 1990,124 min,"Action, Thriller",/Die-Hard-2.html,19.0,16.0,8.0,4.0,9.0,14.0,5.0,0.0,1.0,2.0,0.0,25615.0,78.0,124.0,1.59,1990
258,258,Diner,0.72,R,21 May 1982,110 min,"Comedy, Drama",/Diner.html,8.0,2.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,20316.0,20.0,110.0,5.5,1982
259,259,Disturbia,0.69,PG-13,13 Apr 2007,105 min,"Crime, Drama, Mystery, Thriller",/Disturbia.html,29.0,2.0,3.0,2.0,2.0,8.0,1.0,0.0,0.0,2.0,0.0,26773.0,49.0,105.0,2.14,2007
260,260,Django Unchained,0.84,R,25 Dec 2012,165 min,"Drama, Western",/Django-Unchained.html,13.0,8.0,19.0,7.0,0.0,52.0,0.0,0.0,1.0,4.0,0.0,40225.0,104.0,165.0,1.59,2012
261,261,Do the Right Thing,0.79,R,21 Jul 1989,120 min,"Comedy, Drama",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,120.0,120.0,1989
262,262,Dog Day Afternoon,0.8,R,25 Dec 1975,125 min,"Biography, Crime, Drama, Thriller",/Dog-Day-Afternoon.html,22.0,22.0,8.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,28319.0,60.0,125.0,2.08,1975
263,263,Dogma,0.73,R,12 Nov 1999,130 min,"Adventure, Comedy, Drama, Fantasy",/Dogma.html,53.0,36.0,4.0,12.0,4.0,15.0,3.0,1.0,0.0,4.0,0.0,32356.0,132.0,130.0,0.98,1999
264,264,Donnie Brasco,0.78,R,28 Feb 1997,127 min,"Biography, Crime, Drama",/Donnie-Brasco.html,7.0,38.0,0.0,2.0,1.0,8.0,0.0,0.0,1.0,1.0,0.0,25223.0,58.0,127.0,2.19,1997
266,266,Double Indemnity,0.83,PASSED,06 Jul 1944,107 min,"Crime, Drama, Film-Noir, Mystery, Thriller",/Double-Indemnity.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32380.0,0.0,107.0,inf,1944
267,267,Drag Me to Hell,0.66,PG-13,29 May 2009,99 min,"Horror, Thriller",/Drag-Me-to-Hell.html,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18223.0,7.0,99.0,14.14,2009
268,268,Dragonslayer,0.67,PG,26 Jun 1981,109 min,"Action, Adventure, Fantasy",/Dragonslayer.html,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20076.0,4.0,109.0,27.25,1981
269,269,Drive,0.78,R,16 Sep 2011,100 min,"Crime, Drama",/Drive.html,2.0,13.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,22740.0,20.0,100.0,5.0,2011
270,270,Drive Angry,0.54,R,25 Feb 2011,104 min,"Action, Fantasy, Thriller",/Drive-Angry.html,14.0,33.0,4.0,8.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,19085.0,70.0,104.0,1.49,2011
271,271,Drop Dead Gorgeous,0.66,PG-13,23 Jul 1999,97 min,"Comedy, Romance, Thriller",/Drop-Dead-Gorgeous.html,7.0,2.0,10.0,8.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,19254.0,49.0,97.0,1.98,1999
272,272,Duck Soup,0.8,NOT RATED,17 Nov 1933,68 min,"Comedy, Musical, War",/Duck-Soup.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19711.0,0.0,68.0,inf,1933
273,273,Dumb and Dumber,0.73,PG-13,16 Dec 1994,107 min,Comedy,/Dumb-and-Dumber.html,10.0,3.0,7.0,4.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,24013.0,31.0,107.0,3.45,1994
274,274,Dune,0.66,PG-13,14 Dec 1984,137 min,"Action, Adventure, Sci-Fi",/Dune.html,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24070.0,5.0,137.0,27.4,1984
275,275,E.T. The Extra-Terrestrial,0.79,PG,11 Jun 1982,115 min,"Family, Sci-Fi",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,115.0,115.0,1982
276,276,Eagle Eye,0.66,PG-13,26 Sep 2008,118 min,"Action, Mystery, Thriller",/Eagle-Eye.html,37.0,14.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,31425.0,61.0,118.0,1.93,2008
277,277,Eastern Promises,0.77,R,21 Sep 2007,100 min,"Crime, Drama, Thriller",/Eastern-Promises.html,1.0,12.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22515.0,21.0,100.0,4.76,2007
278,278,Easy A,0.71,PG-13,17 Sep 2010,92 min,"Comedy, Drama, Romance",/Easy-A.html,5.0,18.0,1.0,6.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,21455.0,40.0,92.0,2.3,2010
279,279,Ed Wood,0.79,R,07 Oct 1994,127 min,"Biography, Comedy, Drama",/Ed-Wood.html,8.0,6.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,29023.0,27.0,127.0,4.7,1994
280,280,Edward Scissorhands,0.79,PG-13,14 Dec 1990,105 min,"Drama, Fantasy, Romance",/Edward-Scissorhands.html,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8143.0,6.0,105.0,17.5,1990
281,281,Eight Legged Freaks,0.54,PG-13,17 Jul 2002,99 min,"Action, Comedy, Horror, Sci-Fi, Thriller",/Eight-Legged-Freaks.html,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19000.0,10.0,99.0,9.9,2002
282,282,Election,0.73,R,07 May 1999,103 min,"Comedy, Drama, Romance",/Election.html,1.0,6.0,1.0,3.0,0.0,2.0,17.0,1.0,0.0,0.0,0.0,25131.0,31.0,103.0,3.32,1999
283,283,Enemy of the State,0.73,R,20 Nov 1998,132 min,"Action, Crime, Mystery, Thriller",/Enemy-of-the-State.html,9.0,17.0,4.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,23211.0,38.0,132.0,3.47,1998
284,284,Enough,0.57,PG-13,24 May 2002,115 min,"Crime, Drama, Thriller",/Enough.html,4.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,22492.0,15.0,115.0,7.67,2002
285,285,Entrapment,0.63,PG-13,30 Apr 1999,113 min,"Action, Crime, Romance, Thriller",/Entrapment.html,16.0,5.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,29860.0,29.0,113.0,3.9,1999
286,286,Equilibrium,0.75,R,06 Dec 2002,107 min,"Action, Drama, Sci-Fi, Thriller",/Equilibrium.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,107.0,inf,2002
287,287,Erik the Viking,0.62,PG-13,22 Sep 1989,107 min,"Comedy, Adventure, Fantasy",/Erik-the-Viking.html,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21921.0,3.0,107.0,35.67,1989
288,288,Erin Brockovich,0.73,R,17 Mar 2000,131 min,"Biography, Drama",/Erin-Brockovich.html,27.0,16.0,30.0,5.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,30254.0,91.0,131.0,1.44,2000
289,289,Escape from L.A.,0.57,R,09 Aug 1996,101 min,"Action, Adventure, Sci-Fi, Thriller",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,101.0,101.0,1996
290,290,Escape from New York,0.72,R,10 Jul 1981,99 min,"Action, Sci-Fi",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,99.0,99.0,1981
291,291,Eternal Sunshine of the Spotless Mind,0.83,R,19 Mar 2004,108 min,"Drama, Romance, Sci-Fi",/Eternal-Sunshine-of-the-Spotless-Mind.html,15.0,11.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,24562.0,33.0,108.0,3.27,2004
292,292,Even Cowgirls Get the Blues,0.43,R,20 May 1994,95 min,"Comedy, Drama, Romance",/Even-Cowgirls-Get-the-Blues.html,7.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,19235.0,15.0,95.0,6.33,1994
293,293,Event Horizon,0.67,R,15 Aug 1997,96 min,"Horror, Sci-Fi, Thriller",/Event-Horizon.html,7.0,6.0,4.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,22033.0,23.0,96.0,4.17,1997
294,294,Evil Dead,0.65,R,05 Apr 2013,91 min,"Fantasy, Horror, Thriller",/Evil-Dead.html,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11829.0,5.0,91.0,18.2,2013
295,295,Ex Machina,0.77,R,24 Apr 2015,108 min,"Drama, Mystery, Sci-Fi, Thriller",/Ex-Machina.html,6.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20742.0,21.0,108.0,5.14,2015
296,296,Excalibur,0.74,PG,10 Apr 1981,140 min,"Adventure, Drama, Fantasy, Romance",/Excalibur.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26992.0,0.0,140.0,inf,1981
297,297,eXistenZ,0.68,R,23 Apr 1999,97 min,"Horror, Sci-Fi, Thriller",/eXistenZ.html,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21524.0,6.0,97.0,16.17,1999
298,298,Extract,0.62,R,04 Sep 2009,92 min,"Comedy, Crime, Romance",/Extract.html,26.0,0.0,6.0,0.0,4.0,14.0,2.0,1.0,1.0,0.0,0.0,20299.0,54.0,92.0,1.7,2009
299,299,Face Off,0.82,TV-PG,26 Jan 2011,44 min,"Game-Show, Reality-TV",/Face-Off.html,8.0,6.0,6.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,23433.0,28.0,44.0,1.57,2011
300,300,Fair Game,0.68,PG-13,03 Dec 2010,108 min,"Biography, Drama, Thriller",/Fair-Game.html,2.0,9.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,24040.0,17.0,108.0,6.35,2010
301,301,Fantastic Four,0.57,PG-13,08 Jul 2005,106 min,"Action, Adventure, Fantasy, Sci-Fi",/Fantastic-Four.html,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28309.0,7.0,106.0,15.14,2005
302,302,Fantastic Mr Fox: T4 Movie Special,0.78,float(0),24 Oct 2009,float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,1.0,1.0,2009
303,303,Fargo,0.81,R,05 Apr 1996,98 min,"Crime, Drama, Thriller",/Fargo.html,4.0,12.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17469.0,23.0,98.0,4.26,1996
304,304,Fast Times at Ridgemont High,0.72,R,13 Aug 1982,90 min,"Comedy, Drama",/Fast-Times-at-Ridgemont-High.html,10.0,7.0,0.0,0.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,24543.0,26.0,90.0,3.46,1982
305,305,Fatal Instinct,0.57,PG-13,29 Oct 1993,91 min,"Comedy, Crime, Thriller",/Fatal-Instinct.html,3.0,0.0,7.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,28240.0,16.0,91.0,5.69,1993
306,306,The Fault in Our Stars: The Stars Align,0.79,float(0),16 Sep 2014,float(0),"Documentary, Short",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,1.0,1.0,2014
307,307,Fear and Loathing in Las Vegas,0.77,R,22 May 1998,118 min,"Adventure, Comedy, Drama",/Fear-and-Loathing-in-Las-Vegas.html,28.0,18.0,9.0,4.0,1.0,3.0,0.0,0.0,0.0,20.0,0.0,23214.0,83.0,118.0,1.42,1998
308,308,Feast,0.63,R,18 Jan 2007,95 min,"Action, Comedy, Horror, Thriller",/Feast.html,19.0,13.0,6.0,3.0,1.0,9.0,2.0,0.0,0.0,0.0,1.0,17973.0,54.0,95.0,1.76,2007
309,309,Ferris Bueller's Day Off,0.78,PG-13,11 Jun 1986,103 min,Comedy,/Ferris-Bueller's-Day-Off.html,25.0,0.0,0.0,1.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,24328.0,45.0,103.0,2.29,1986
310,310,Field of Dreams,0.75,PG,05 May 1989,107 min,"Drama, Family, Fantasy, Sport",/Field-of-Dreams.html,6.0,4.0,5.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,23822.0,21.0,107.0,5.1,1989
311,311,Fight Club,0.88,R,15 Oct 1999,139 min,Drama,/Fight-Club.html,11.0,18.0,2.0,5.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0,28941.0,45.0,139.0,3.09,1999
312,312,Street Fighter: The Legend of Chun-Li,0.37,PG-13,27 Feb 2009,96 min,"Action, Crime, Thriller",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,96.0,96.0,2009
313,313,Final Destination,0.67,R,17 Mar 2000,98 min,"Horror, Thriller",/Final-Destination.html,5.0,13.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,25379.0,23.0,98.0,4.26,2000
314,314,Final Destination 2,0.62,R,31 Jan 2003,90 min,"Horror, Thriller",/Final-Destination-2.html,16.0,8.0,11.0,2.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,24024.0,45.0,90.0,2.0,2003
315,315,Finding Nemo,0.81,G,30 May 2003,100 min,"Animation, Adventure, Comedy, Family",/Finding-Nemo.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13651.0,0.0,100.0,inf,2003
316,316,Five Easy Pieces,0.75,R,19 Feb 1971,98 min,Drama,/Five-Easy-Pieces.html,12.0,0.0,9.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,18812.0,27.0,98.0,3.63,1971
317,317,Flash Gordon,0.65,PG,05 Dec 1980,111 min,"Action, Adventure, Sci-Fi",/Flash-Gordon.html,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19149.0,7.0,111.0,15.86,1980
318,318,Fletch,0.69,PG,31 May 1985,98 min,"Comedy, Crime, Mystery",/Fletch.html,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18518.0,5.0,98.0,19.6,1985
319,319,Flight,0.73,R,02 Nov 2012,138 min,"Drama, Thriller",/Flight.html,22.0,25.0,2.0,4.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,33143.0,65.0,138.0,2.12,2012
320,320,Forrest Gump,0.88,PG-13,06 Jul 1994,142 min,"Drama, Romance",/Forrest-Gump.html,8.0,0.0,2.0,6.0,1.0,7.0,14.0,0.0,0.0,0.0,0.0,26109.0,38.0,142.0,3.74,1994
321,321,Four Feathers,0.73,float(0),24 May 1915,float(0),Drama,/Four-Feathers.html,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,33678.0,7.0,1.0,0.14,1915
322,322,Four Rooms,0.67,R,25 Dec 1995,98 min,Comedy,/Four-Rooms.html,13.0,17.0,1.0,4.0,2.0,8.0,1.0,2.0,5.0,1.0,0.0,24992.0,54.0,98.0,1.81,1995
323,323,Foxcatcher,0.7,R,16 Jan 2015,134 min,"Biography, Drama, Sport",/Foxcatcher.html,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21959.0,8.0,134.0,16.75,2015
324,324,Fracture,0.72,R,20 Apr 2007,113 min,"Crime, Drama, Mystery, Thriller",/Fracture.html,4.0,0.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0,2.0,0.0,23290.0,16.0,113.0,7.06,2007
325,325,Frances,0.74,R,03 Feb 1983,140 min,"Biography, Drama, Romance",/Frances.html,3.0,2.0,12.0,5.0,0.0,2.0,36.0,0.0,0.0,3.0,0.0,27693.0,63.0,140.0,2.22,1983
326,326,Frankenstein,0.79,PASSED,21 Nov 1931,70 min,"Drama, Horror, Sci-Fi",/Frankenstein.html,1.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,30450.0,15.0,70.0,4.67,1931
327,327,Frankenweenie,0.7,PG,05 Oct 2012,87 min,"Animation, Comedy, Family, Horror, Sci-Fi",/Frankenweenie.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14676.0,0.0,87.0,inf,2012
328,328,Freaked,0.63,PG-13,31 Mar 1994,80 min,"Comedy, Sci-Fi",/Freaked.html,14.0,2.0,12.0,0.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,22742.0,37.0,80.0,2.16,1994
329,329,Freddy vs. Jason,0.58,R,15 Aug 2003,97 min,"Action, Horror",/Freddy-vs.-Jason.html,6.0,3.0,5.0,33.0,1.0,7.0,0.0,2.0,1.0,3.0,0.0,26085.0,61.0,97.0,1.59,2003
330,330,Frequency,0.74,PG-13,28 Apr 2000,118 min,"Crime, Drama, Mystery, Sci-Fi, Thriller",/Frequency.html,6.0,8.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,28522.0,27.0,118.0,4.37,2000
331,331,Friday the 13th,0.65,R,09 May 1980,95 min,"Horror, Mystery, Thriller",/Friday-the-13th.html,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17896.0,8.0,95.0,11.88,1980
332,332,Fright Night,0.64,R,19 Aug 2011,106 min,"Comedy, Horror",/Fright-Night.html,21.0,12.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,21820.0,41.0,106.0,2.59,2011
333,333,From Dusk Till Dawn,0.73,R,19 Jan 1996,108 min,"Action, Crime, Horror",/From-Dusk-Till-Dawn.html,40.0,29.0,2.0,8.0,4.0,13.0,2.0,42.0,0.0,9.0,0.0,23902.0,149.0,108.0,0.72,1996
334,334,From Here to Eternity,0.77,NOT RATED,28 Aug 1953,118 min,"Drama, Romance, War",/From-Here-to-Eternity.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37289.0,0.0,118.0,inf,1953
335,335,Frozen,0.75,PG,27 Nov 2013,102 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical",/Frozen.html,30.0,9.0,2.0,1.0,6.0,7.0,3.0,2.0,0.0,0.0,0.0,19010.0,60.0,102.0,1.7,2013
336,336,Frozen River,0.72,R,05 Sep 2008,97 min,"Crime, Drama",/Frozen-River.html,6.0,2.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20185.0,17.0,97.0,5.71,2008
337,337,Fruitvale Station,0.75,R,26 Jul 2013,85 min,"Biography, Drama, Romance",/Fruitvale-Station.html,40.0,41.0,1.0,12.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,19953.0,108.0,85.0,0.79,2013
338,338,American Fugitive: The Truth About Hassan,0.72,float(0),29 Apr 2007,75 min,Documentary,float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,75.0,75.0,2007
339,339,Funny People,0.63,R,31 Jul 2009,146 min,"Comedy, Drama",/Funny-People.html,54.0,40.0,1.0,4.0,3.0,6.0,4.0,0.0,1.0,0.0,2.0,28357.0,115.0,146.0,1.27,2009
340,340,G.I. Jane,0.59,R,22 Aug 1997,125 min,"Action, Drama, War",/G.I.-Jane.html,13.0,6.0,2.0,1.0,1.0,10.0,2.0,0.0,1.0,0.0,0.0,23508.0,36.0,125.0,3.47,1997
341,341,Game 6,0.59,R,01 Jan 2005,87 min,"Comedy, Drama, Sport",/Game-6.html,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16323.0,2.0,87.0,43.5,2005
342,342,Indie Game: The Movie,0.77,NOT RATED,15 Sep 2012,103 min,"Documentary, Drama",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,103.0,103.0,2012
343,343,Gamer,0.58,R,04 Sep 2009,95 min,"Action, Sci-Fi, Thriller",/Gamer.html,36.0,13.0,12.0,5.0,1.0,13.0,1.0,1.0,1.0,0.0,0.0,25840.0,83.0,95.0,1.14,2009
344,344,Gandhi,0.81,PG,25 Feb 1983,191 min,"Biography, Drama, History",/Gandhi.html,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,50128.0,10.0,191.0,19.1,1983
345,345,Gang Related,0.65,R,08 Oct 1997,111 min,"Action, Crime, Drama, Romance, Thriller",/Gang-Related.html,45.0,24.0,0.0,1.0,9.0,3.0,1.0,0.0,1.0,0.0,0.0,24874.0,84.0,111.0,1.32,1997
346,346,Gangs of New York,0.75,R,20 Dec 2002,167 min,"Crime, Drama",/Gangs-of-New-York.html,1.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,39449.0,16.0,167.0,10.44,2002
347,347,Garden State,0.75,R,20 Aug 2004,102 min,"Comedy, Drama, Romance",/Garden-State.html,29.0,33.0,1.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,25510.0,79.0,102.0,1.29,2004
348,348,Gattaca,0.78,PG-13,24 Oct 1997,106 min,"Drama, Sci-Fi, Thriller",/Gattaca.html,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,26558.0,7.0,106.0,15.14,1997
349,349,Get Carter,0.51,R,06 Oct 2000,102 min,"Action, Crime, Drama, Thriller",/Get-Carter.html,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,15880.0,17.0,102.0,6.0,2000
350,350,Get Low,0.71,PG-13,27 Aug 2010,103 min,"Drama, Mystery",/Get-Low.html,2.0,0.0,7.0,4.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,20908.0,19.0,103.0,5.42,2010
351,351,Get on Up,0.69,PG-13,01 Aug 2014,139 min,"Biography, Drama, Music",/Get-on-Up.html,18.0,2.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,28218.0,31.0,139.0,4.48,2014
352,352,Get Out,0.77,R,24 Feb 2017,104 min,"Horror, Mystery, Thriller",/Get-Out.html,32.0,19.0,8.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,19047.0,68.0,104.0,1.53,2017
353,353,Ghost,0.7,PG-13,13 Jul 1990,127 min,"Drama, Fantasy, Romance, Thriller",/Ghost.html,4.0,1.0,8.0,2.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,26563.0,25.0,127.0,5.08,1990
354,354,Ghost Rider,0.52,PG-13,16 Feb 2007,114 min,"Action, Adventure, Fantasy, Horror, Thriller",/Ghost-Rider.html,9.0,26.0,0.0,2.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,26752.0,49.0,114.0,2.33,2007
355,355,Ghost Ship,0.55,R,25 Oct 2002,91 min,Horror,/Ghost-Ship.html,7.0,6.0,11.0,3.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,25592.0,39.0,91.0,2.33,2002
356,356,Ghost World,0.74,R,21 Sep 2001,111 min,"Comedy, Drama",/Ghost-World.html,6.0,20.0,0.0,5.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,23521.0,40.0,111.0,2.78,2001
357,357,Ghostbusters,0.78,PG,08 Jun 1984,105 min,"Action, Comedy, Fantasy",/Ghostbusters.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6812.0,0.0,105.0,inf,1984
358,358,Ginger Snaps,0.68,NOT RATED,11 May 2001,108 min,"Drama, Fantasy, Horror",/Ginger-Snaps.html,17.0,25.0,0.0,4.0,1.0,9.0,0.0,2.0,1.0,0.0,0.0,22470.0,59.0,108.0,1.83,2001
359,359,Gladiator,0.85,R,05 May 2000,155 min,"Action, Adventure, Drama",/Gladiator.html,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,24397.0,10.0,155.0,15.5,2000
360,360,Go,0.73,R,09 Apr 1999,102 min,"Comedy, Crime",/Go.html,30.0,30.0,1.0,4.0,1.0,13.0,7.0,2.0,0.0,0.0,0.0,25578.0,88.0,102.0,1.16,1999
361,361,Godfather,0.85,float(0),15 Nov 1991,150 min,"Comedy, Drama, Romance",/Godfather.html,0.0,0.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,8.0,0.0,33387.0,16.0,150.0,9.38,1991
362,362,The Godfather: Part II,0.9,R,20 Dec 1974,202 min,"Crime, Drama",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,202.0,202.0,1974
363,363,Gods and Monsters,0.75,R,04 Nov 1998,105 min,"Biography, Drama",/Gods-and-Monsters.html,5.0,7.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,23483.0,25.0,105.0,4.2,1998
364,364,Godzilla,0.64,PG-13,16 May 2014,123 min,"Action, Adventure, Sci-Fi, Thriller",/Godzilla.html,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27251.0,7.0,123.0,17.57,2014
365,365,Gone Baby Gone,0.77,R,19 Oct 2007,114 min,"Crime, Drama, Mystery, Thriller",/Gone-Baby-Gone.html,22.0,36.0,2.0,4.0,2.0,4.0,3.0,1.0,3.0,0.0,1.0,26855.0,78.0,114.0,1.46,2007
366,366,Gone in 60 Seconds,0.65,PG,28 Jul 1974,105 min,"Action, Crime, Drama",/Gone-in-60-Seconds.html,33.0,4.0,11.0,2.0,4.0,10.0,0.0,0.0,1.0,2.0,0.0,28025.0,67.0,105.0,1.57,1974
367,367,Good Will Hunting,0.83,R,09 Jan 1998,126 min,"Drama, Romance",/Good-Will-Hunting.html,20.0,33.0,3.0,4.0,2.0,11.0,1.0,2.0,2.0,0.0,0.0,24620.0,78.0,126.0,1.62,1998
